user_id,signup_date,country,device_type,acquisition_channel,plan_type,monthly_price,sessions_per_month,avg_session_duration,features_used,support_tickets,engagement_score,churned,churn_date,lifetime_value
1269,2024-03-28,UK,Mobile,Email,Pro,10,43,31,4,0,1333,0,,60
1270,2024-03-18,USA,Mobile,Ads,Free,0,42,9,8,0,378,1,1722470400000000000,0
1271,2024-10-14,India,Desktop,Ads,Free,0,12,40,2,0,480,1,1737849600000000000,0
1272,2024-04-29,India,Mobile,Ads,Free,0,33,28,10,1,924,0,,0
1273,2024-10-28,Germany,Desktop,Organic,Pro,25,24,3,9,0,72,1,1740528000000000000,150
1274,2024-06-13,UK,Desktop,Organic,Pro,10,53,6,2,0,318,1,1732838400000000000,50
1275,2024-06-30,USA,Mobile,Email,Pro,10,42,24,8,1,1008,0,,40
1276,2024-08-10,Germany,Mobile,Email,Free,0,36,10,11,0,360,1,1738108800000000000,0
1277,2024-11-06,UK,Mobile,Email,Free,25,16,22,9,1,352,1,1743206400000000000,75
1278,2024-01-07,India,Mobile,Ads,Basic,25,45,20,3,0,900,0,,50
1279,2024-11-25,USA,Mobile,Ads,Basic,10,9,27,9,1,243,1,1742083200000000000,10
1280,2024-09-19,UK,Mobile,Email,Basic,10,21,30,10,0,630,0,,90
1281,2024-06-09,Canada,Tablet,Referral,Free,10,35,24,7,0,840,0,,40
1282,2024-05-30,USA,Desktop,Ads,Free,0,21,31,1,1,651,0,,0
1283,2024-03-25,Canada,Desktop,Referral,Basic,25,9,38,9,0,342,1,1723680000000000000,225
1284,2024-05-26,Germany,Mobile,Organic,Free,25,5,30,11,2,150,1,1729555200000000000,175
1285,2024-04-21,UK,Mobile,Ads,Basic,10,27,5,1,0,135,1,1717286400000000000,100
1286,2024-02-05,UK,Mobile,Email,Basic,25,13,32,7,0,416,1,1719446400000000000,50
1287,2024-10-11,UK,Desktop,Organic,Basic,10,35,42,1,3,1470,0,,60
1288,2024-07-06,UK,Mobile,Organic,Free,25,16,32,8,0,512,1,1728604800000000000,125
1289,2024-03-22,USA,Mobile,Ads,Free,0,19,11,6,1,209,1,1721779200000000000,0
1290,2024-01-02,Canada,Desktop,Referral,Free,10,41,21,11,0,861,0,,90
1291,2024-10-29,Canada,Mobile,Referral,Pro,0,44,40,9,0,1760,0,,0
1292,2024-07-15,Germany,Mobile,Organic,Pro,0,44,18,1,0,792,0,,0
1293,2024-01-11,Germany,Mobile,Organic,Basic,0,24,37,3,2,888,0,,0
1294,2024-08-21,UK,Desktop,Organic,Free,0,28,36,10,1,1008,0,,0
1295,2024-07-13,India,Tablet,Email,Basic,25,39,44,5,2,1716,0,,250
1296,2024-04-28,India,Desktop,Ads,Free,10,25,30,3,0,750,0,,60
1297,2024-01-20,UK,Desktop,Referral,Pro,10,42,25,3,1,1050,0,,60
1298,2024-09-17,Canada,Tablet,Ads,Pro,0,25,5,2,1,125,1,1740268800000000000,0
1299,2024-10-19,Germany,Mobile,Referral,Free,10,12,22,1,0,264,1,1739750400000000000,20
1300,2024-09-12,USA,Mobile,Referral,Free,0,44,20,1,2,880,0,,0
1301,2024-08-09,India,Mobile,Referral,Basic,0,21,28,11,2,588,1,1734220800000000000,0
1302,2024-08-13,Germany,Mobile,Organic,Free,25,49,22,1,0,1078,0,,50
1303,2024-02-22,India,Mobile,Organic,Free,25,28,36,5,0,1008,0,,50
1304,2024-12-20,Canada,Mobile,Referral,Basic,0,52,30,2,1,1560,0,,0
1305,2024-12-07,Canada,Mobile,Organic,Basic,25,24,34,9,1,816,0,,25
1306,2024-12-29,UK,Mobile,Ads,Free,10,16,30,10,0,480,1,1738627200000000000,20
1307,2024-10-06,UK,Desktop,Organic,Free,25,9,25,2,0,225,1,1737244800000000000,225
1308,2024-03-21,India,Mobile,Ads,Basic,0,4,42,6,0,168,1,1719878400000000000,0
1309,2024-07-20,India,Tablet,Referral,Free,25,51,19,8,0,969,0,,225
1310,2024-06-06,Germany,Desktop,Email,Free,0,13,17,9,1,221,1,1727395200000000000,0
1311,2024-04-29,UK,Desktop,Ads,Free,25,53,18,3,0,954,0,,100
1312,2024-02-28,Canada,Desktop,Ads,Free,25,48,22,3,1,1056,0,,75
1313,2024-08-02,Germany,Desktop,Organic,Free,0,20,31,4,2,620,0,,0
1314,2024-05-07,Germany,Mobile,Organic,Pro,25,4,13,1,2,52,1,1719187200000000000,200
1315,2024-08-11,USA,Desktop,Ads,Pro,10,46,34,6,2,1564,0,,110
1316,2024-07-27,Canada,Desktop,Referral,Basic,10,47,31,5,0,1457,0,,110
1317,2024-04-24,Germany,Mobile,Referral,Basic,0,10,26,2,2,260,1,1727395200000000000,0
1318,2024-07-27,USA,Desktop,Organic,Free,25,17,31,9,0,527,1,1735948800000000000,200
1319,2024-01-14,UK,Mobile,Referral,Basic,10,58,40,5,0,2320,0,,60
1320,2024-01-09,Canada,Mobile,Email,Pro,0,28,31,11,0,868,0,,0
1321,2024-02-09,UK,Mobile,Organic,Basic,0,16,37,8,2,592,1,1710374400000000000,0
1322,2024-08-24,USA,Desktop,Referral,Free,10,50,16,11,0,800,0,,10
1323,2024-10-07,Canada,Tablet,Email,Pro,10,1,42,8,1,42,1,1740614400000000000,50
1324,2024-12-24,India,Desktop,Email,Pro,25,51,22,2,2,1122,0,,275
1325,2024-07-19,India,Mobile,Referral,Basic,0,46,25,5,2,1150,0,,0
1326,2024-09-02,India,Tablet,Organic,Pro,25,36,29,6,0,1044,0,,225
1327,2024-10-04,Germany,Mobile,Email,Pro,0,5,19,8,0,95,1,1730678400000000000,0
1328,2024-08-22,India,Mobile,Email,Basic,10,43,42,6,0,1806,0,,30
1329,2024-01-04,Germany,Tablet,Email,Basic,10,25,35,9,1,875,0,,10
1330,2024-06-02,Germany,Desktop,Ads,Free,25,28,33,7,0,924,0,,175
1331,2024-01-29,USA,Desktop,Organic,Free,0,52,14,6,0,728,0,,0
1332,2024-04-18,India,Mobile,Organic,Basic,0,28,42,9,1,1176,0,,0
1333,2024-04-07,Canada,Mobile,Referral,Basic,10,36,3,8,0,108,1,1720656000000000000,90
1334,2024-08-02,Germany,Mobile,Ads,Basic,25,54,3,3,0,162,1,1735862400000000000,75
1335,2024-10-19,USA,Desktop,Organic,Free,10,54,14,1,0,756,0,,70
1336,2024-03-15,Germany,Mobile,Referral,Pro,0,18,3,9,0,54,1,1719187200000000000,0
1337,2024-11-21,Canada,Mobile,Organic,Basic,10,24,11,2,0,264,1,1744761600000000000,60
1338,2024-05-25,Canada,Mobile,Email,Basic,10,41,24,11,0,984,0,,50
1339,2024-05-07,India,Desktop,Email,Free,10,28,2,6,0,56,1,1728950400000000000,80
1340,2024-12-06,Germany,Mobile,Email,Free,0,47,43,6,0,2021,0,,0
1341,2024-02-11,Canada,Tablet,Ads,Free,0,44,15,4,0,660,0,,0
1342,2024-12-21,UK,Mobile,Referral,Free,10,8,8,10,0,64,1,1746921600000000000,110
1343,2024-02-10,Canada,Desktop,Referral,Free,25,11,14,7,1,154,1,1722124800000000000,225
1344,2024-02-03,Canada,Mobile,Organic,Basic,0,46,16,2,1,736,0,,0
1345,2024-01-17,Germany,Desktop,Email,Basic,0,57,9,4,0,513,1,1714608000000000000,0
1346,2024-06-13,Canada,Mobile,Email,Pro,25,44,18,8,0,792,0,,150
1347,2024-06-01,USA,Desktop,Email,Free,10,29,26,11,1,754,0,,110
1348,2024-03-16,Canada,Mobile,Ads,Basic,25,53,42,1,0,2226,0,,50
1349,2024-03-27,UK,Desktop,Organic,Free,25,23,38,8,0,874,0,,25
1350,2024-04-26,Canada,Mobile,Email,Basic,0,43,36,10,0,1548,0,,0
1351,2024-12-27,India,Mobile,Organic,Free,25,39,29,6,0,1131,0,,250
1352,2024-12-07,Germany,Mobile,Ads,Free,0,42,23,9,0,966,0,,0
1353,2024-01-27,UK,Desktop,Organic,Free,10,47,34,7,0,1598,0,,80
1354,2024-11-08,USA,Mobile,Referral,Free,25,14,5,8,0,70,1,1740873600000000000,275
1355,2024-10-13,Canada,Mobile,Organic,Free,25,34,19,1,0,646,0,,200
1356,2024-05-13,Canada,Mobile,Ads,Free,0,50,38,4,1,1900,0,,0
1357,2024-08-06,USA,Desktop,Email,Free,25,27,31,6,0,837,0,,75
1358,2024-06-16,Canada,Mobile,Ads,Free,10,40,17,11,1,680,0,,80
1359,2024-04-07,India,Mobile,Referral,Free,0,41,20,3,0,820,0,,0
1360,2024-09-24,UK,Mobile,Referral,Free,10,7,14,10,0,98,1,1738281600000000000,100
1361,2024-08-24,Canada,Mobile,Organic,Free,10,9,28,1,0,252,1,1732838400000000000,30
1362,2024-11-04,USA,Mobile,Organic,Free,0,18,19,1,1,342,1,1745798400000000000,0
1363,2024-06-21,USA,Tablet,Referral,Free,0,19,27,11,0,513,1,1727913600000000000,0
1364,2024-07-08,UK,Mobile,Email,Pro,0,17,17,6,0,289,1,1722988800000000000,0
1365,2024-05-01,India,Mobile,Email,Basic,0,33,37,11,1,1221,0,,0
1366,2024-02-15,UK,Tablet,Referral,Basic,25,5,32,7,0,160,1,1711065600000000000,175
1367,2024-03-04,Canada,Tablet,Email,Free,0,16,28,10,1,448,1,1718409600000000000,0
1368,2024-05-09,India,Mobile,Organic,Pro,10,21,3,1,1,63,1,1730246400000000000,40
1369,2024-11-05,India,Mobile,Email,Free,0,9,40,2,0,360,1,1737417600000000000,0
1370,2024-12-28,USA,Desktop,Organic,Basic,25,47,34,10,1,1598,0,,250
1371,2024-07-11,India,Mobile,Email,Pro,25,12,3,4,2,36,1,1729900800000000000,150
1372,2024-11-02,Canada,Desktop,Organic,Pro,10,19,24,10,0,456,1,1738368000000000000,10
1373,2024-06-29,Canada,Tablet,Referral,Free,10,44,25,11,2,1100,0,,80
1374,2024-10-18,Canada,Mobile,Referral,Pro,25,59,4,5,0,236,1,1731974400000000000,175
1375,2024-10-08,Germany,Mobile,Organic,Basic,0,38,17,8,0,646,0,,0
1376,2024-01-29,India,Desktop,Email,Free,25,43,7,10,0,301,1,1709424000000000000,175
1377,2024-05-28,India,Desktop,Organic,Free,25,2,18,8,0,36,1,1730764800000000000,200
1378,2024-09-23,Canada,Desktop,Email,Basic,0,59,43,5,0,2537,0,,0
1379,2024-10-22,USA,Mobile,Ads,Basic,0,53,25,9,0,1325,0,,0
1380,2024-01-11,India,Desktop,Organic,Basic,10,17,29,8,0,493,1,1714953600000000000,60
1381,2024-06-12,Germany,Desktop,Referral,Free,0,20,17,3,0,340,1,1721779200000000000,0
1382,2024-04-22,India,Mobile,Referral,Basic,25,34,16,7,0,544,1,1727222400000000000,75
1383,2024-07-05,UK,Mobile,Email,Pro,25,33,12,3,0,396,1,1733443200000000000,250
1384,2024-10-21,Germany,Mobile,Email,Pro,10,28,5,4,1,140,1,1743638400000000000,60
1385,2024-08-19,USA,Mobile,Email,Basic,25,55,22,1,0,1210,0,,250
1386,2024-08-14,Germany,Tablet,Ads,Basic,0,59,23,3,0,1357,0,,0
1387,2024-11-05,Germany,Mobile,Organic,Free,10,54,13,9,0,702,0,,50
1388,2024-04-07,India,Mobile,Referral,Basic,25,18,20,9,0,360,1,1722556800000000000,125
1389,2024-02-24,Germany,Mobile,Organic,Basic,0,51,21,5,0,1071,0,,0
1390,2024-04-20,Canada,Mobile,Ads,Free,0,55,3,8,1,165,1,1724457600000000000,0
1391,2024-05-31,Germany,Desktop,Organic,Free,25,37,43,5,2,1591,0,,250
1392,2024-09-02,India,Mobile,Referral,Free,0,41,33,10,0,1353,0,,0
1393,2024-03-09,Canada,Mobile,Email,Basic,25,57,30,10,1,1710,0,,75
1394,2024-11-07,USA,Desktop,Email,Basic,25,6,22,3,1,132,1,1740096000000000000,75
1395,2024-10-15,UK,Mobile,Referral,Free,25,7,10,11,0,70,1,1736985600000000000,175
1396,2024-09-06,Germany,Mobile,Email,Pro,25,28,17,10,0,476,1,1738800000000000000,175
1397,2024-02-05,Canada,Desktop,Organic,Pro,10,9,4,11,0,36,1,1721692800000000000,30
1398,2024-08-26,Canada,Mobile,Organic,Basic,25,25,12,8,1,300,1,1738540800000000000,225
1399,2024-05-27,USA,Mobile,Organic,Free,0,54,17,10,0,918,0,,0
1400,2024-08-14,USA,Mobile,Ads,Free,25,57,13,11,1,741,0,,100
1401,2024-08-31,UK,Mobile,Ads,Pro,25,43,6,6,0,258,1,1734393600000000000,175
1402,2024-12-02,UK,Mobile,Email,Basic,25,40,36,11,0,1440,0,,175
1403,2024-12-30,India,Mobile,Ads,Basic,25,58,14,6,0,812,0,,200
1404,2024-07-19,UK,Tablet,Email,Basic,0,35,37,7,2,1295,0,,0
1405,2024-06-02,UK,Mobile,Referral,Basic,0,32,16,6,2,512,1,1728086400000000000,0
1406,2024-03-13,Canada,Mobile,Organic,Free,10,51,36,2,0,1836,0,,70
1407,2024-07-19,Germany,Desktop,Ads,Pro,25,55,20,5,0,1100,0,,175
1408,2024-10-22,Germany,Desktop,Organic,Free,10,6,10,2,0,60,1,1737763200000000000,70
1409,2024-01-17,UK,Mobile,Email,Pro,25,46,5,6,0,230,1,1709596800000000000,125
1410,2024-05-08,India,Mobile,Email,Basic,25,44,18,5,0,792,0,,150
1411,2024-08-04,India,Mobile,Email,Free,25,30,15,8,1,450,1,1728691200000000000,50
1412,2024-03-01,Germany,Mobile,Ads,Free,25,27,20,3,1,540,1,1724457600000000000,100
1413,2024-04-13,USA,Desktop,Email,Free,25,27,19,5,2,513,1,1718323200000000000,250
1414,2024-02-11,Canada,Mobile,Ads,Pro,0,18,20,2,1,360,1,1720224000000000000,0
1415,2024-01-25,UK,Mobile,Referral,Free,25,38,38,1,0,1444,0,,275
1416,2024-02-08,Canada,Tablet,Ads,Free,10,56,18,11,0,1008,0,,100
1417,2024-10-17,UK,Mobile,Ads,Basic,10,18,38,7,1,684,0,,50
1418,2024-05-10,UK,Desktop,Referral,Free,10,10,19,3,1,190,1,1722643200000000000,10
1419,2024-08-16,Germany,Mobile,Referral,Free,0,1,19,5,2,19,1,1732579200000000000,0
1420,2024-04-17,Canada,Mobile,Organic,Basic,10,39,5,3,1,195,1,1722729600000000000,10
1421,2024-06-20,Canada,Mobile,Email,Free,10,8,21,9,1,168,1,1729555200000000000,110
1422,2024-04-11,USA,Mobile,Referral,Free,0,22,40,11,1,880,0,,0
1423,2024-12-19,USA,Mobile,Email,Free,10,19,24,5,1,456,1,1744156800000000000,20
1424,2024-01-12,Canada,Tablet,Email,Free,25,4,15,4,1,60,1,1720137600000000000,275
1425,2024-10-01,USA,Mobile,Organic,Free,25,4,20,8,0,80,1,1737331200000000000,100
1426,2024-04-10,USA,Mobile,Email,Free,0,34,19,10,0,646,0,,0
1427,2024-02-13,UK,Mobile,Referral,Basic,10,34,37,1,1,1258,0,,40
1428,2024-10-31,Germany,Tablet,Email,Free,0,59,8,11,0,472,1,1735689600000000000,0
1429,2024-01-17,UK,Mobile,Referral,Basic,10,21,15,10,0,315,1,1717718400000000000,40
1430,2024-11-25,USA,Desktop,Email,Free,0,14,20,9,0,280,1,1739232000000000000,0
1431,2024-02-26,UK,Mobile,Organic,Free,25,23,34,9,1,782,0,,125
1432,2024-11-06,UK,Desktop,Referral,Pro,25,16,19,1,0,304,1,1736121600000000000,75
1433,2024-10-29,India,Mobile,Ads,Basic,25,36,42,4,1,1512,0,,200
1434,2024-01-12,UK,Mobile,Ads,Free,25,18,28,11,0,504,1,1708041600000000000,100
1435,2024-11-13,UK,Mobile,Referral,Free,25,9,12,7,0,108,1,1736035200000000000,250
1436,2024-03-20,Germany,Mobile,Referral,Free,0,23,33,2,1,759,0,,0
1437,2024-08-03,Canada,Mobile,Referral,Basic,25,18,8,9,0,144,1,1728864000000000000,225
1438,2024-12-04,India,Tablet,Email,Free,0,39,29,6,1,1131,0,,0
1439,2024-09-20,India,Desktop,Email,Pro,0,26,27,9,0,702,0,,0
1440,2024-05-28,India,Tablet,Organic,Free,0,41,42,1,1,1722,0,,0
1441,2024-03-21,India,Mobile,Email,Free,0,56,10,2,0,560,1,1720742400000000000,0
1442,2024-08-02,Germany,Mobile,Email,Basic,10,26,42,7,0,1092,0,,100
1443,2024-07-16,Canada,Mobile,Organic,Free,25,19,41,3,0,779,0,,100
1444,2024-07-18,Germany,Desktop,Email,Basic,0,1,9,1,0,9,1,1736380800000000000,0
1445,2024-01-25,India,Desktop,Email,Free,0,36,4,7,1,144,1,1719100800000000000,0
1446,2024-03-29,Canada,Desktop,Ads,Basic,10,10,30,1,2,300,1,1720137600000000000,90
1447,2024-09-24,Germany,Mobile,Referral,Free,10,56,39,8,0,2184,0,,50
1448,2024-05-22,Canada,Mobile,Email,Free,10,32,11,6,0,352,1,1726358400000000000,110
1449,2024-02-28,Germany,Desktop,Referral,Pro,0,17,11,3,0,187,1,1716768000000000000,0
1450,2024-12-30,Canada,Desktop,Organic,Pro,0,3,30,11,1,90,1,1745712000000000000,0
1451,2024-01-26,Germany,Mobile,Ads,Free,10,12,17,8,0,204,1,1708819200000000000,30
1452,2024-02-16,India,Mobile,Organic,Basic,0,30,43,11,0,1290,0,,0
1453,2024-10-14,India,Mobile,Email,Free,25,35,33,3,0,1155,0,,250
1454,2024-09-22,India,Mobile,Email,Free,25,33,26,9,0,858,0,,125
1455,2024-01-16,Germany,Mobile,Organic,Free,0,1,38,7,0,38,1,1712361600000000000,0
1456,2024-07-17,Canada,Desktop,Ads,Free,25,4,41,5,1,164,1,1731974400000000000,250
1457,2024-10-08,Canada,Mobile,Referral,Free,0,6,2,2,0,12,1,1733184000000000000,0
1458,2024-03-26,USA,Desktop,Ads,Free,0,33,24,3,1,792,0,,0
1459,2024-09-06,UK,Mobile,Organic,Basic,25,26,40,10,0,1040,0,,100
1460,2024-09-26,India,Desktop,Email,Basic,0,52,43,2,1,2236,0,,0
1461,2024-11-30,India,Mobile,Email,Free,0,25,26,3,0,650,0,,0
1462,2024-04-26,India,Desktop,Ads,Basic,0,39,44,10,0,1716,0,,0
1463,2024-01-07,USA,Mobile,Email,Free,0,8,28,9,1,224,1,1717632000000000000,0
1464,2024-05-16,USA,Mobile,Email,Free,0,32,9,6,0,288,1,1720656000000000000,0
1465,2024-06-24,USA,Desktop,Organic,Pro,0,18,32,2,0,576,1,1730937600000000000,0
1466,2024-11-23,India,Desktop,Email,Pro,10,37,29,3,0,1073,0,,20
1467,2024-11-10,Canada,Mobile,Organic,Free,25,40,14,11,1,560,1,1739145600000000000,225
1468,2024-08-02,India,Mobile,Referral,Basic,25,53,4,5,0,212,1,1734912000000000000,150
1469,2024-03-22,USA,Mobile,Email,Pro,0,11,40,5,1,440,1,1722297600000000000,0
1470,2024-08-10,USA,Desktop,Organic,Basic,25,47,6,3,1,282,1,1728864000000000000,150
1471,2024-04-12,UK,Mobile,Email,Free,25,2,25,6,0,50,1,1718668800000000000,25
1472,2024-09-29,Germany,Mobile,Referral,Basic,10,2,11,7,2,22,1,1732924800000000000,10
1473,2024-01-14,UK,Desktop,Ads,Free,0,4,3,11,1,12,1,1707955200000000000,0
1474,2024-06-07,UK,Desktop,Ads,Pro,0,7,29,6,0,203,1,1722988800000000000,0
1475,2024-05-31,India,Desktop,Referral,Basic,10,56,12,4,0,672,0,,70
1476,2024-04-17,Germany,Mobile,Organic,Free,25,54,29,2,0,1566,0,,100
1477,2024-07-06,Germany,Mobile,Referral,Free,25,20,12,2,2,240,1,1728432000000000000,125
1478,2024-10-27,India,Mobile,Organic,Basic,25,32,35,8,2,1120,0,,100
1479,2024-04-07,Canada,Desktop,Referral,Free,0,12,14,10,1,168,1,1717977600000000000,0
1480,2024-05-10,India,Mobile,Referral,Pro,25,10,43,7,1,430,1,1718928000000000000,150
1481,2024-10-19,Canada,Mobile,Ads,Free,25,45,29,9,1,1305,0,,50
1482,2024-06-19,Canada,Mobile,Email,Free,0,5,25,2,4,125,1,1723420800000000000,0
1483,2024-07-01,Germany,Desktop,Email,Basic,10,22,40,7,1,880,0,,90
1484,2024-12-29,India,Desktop,Email,Basic,0,27,41,3,0,1107,0,,0
1485,2024-02-08,India,Mobile,Ads,Free,25,31,31,10,0,961,0,,275
1486,2024-01-15,Germany,Mobile,Email,Free,10,59,41,2,0,2419,0,,100
1487,2024-01-04,UK,Desktop,Email,Free,25,26,23,2,2,598,1,1713139200000000000,250
1488,2024-12-14,India,Desktop,Organic,Pro,10,24,32,1,0,768,0,,10
1489,2024-07-28,USA,Mobile,Organic,Free,25,36,31,9,0,1116,0,,25
1490,2024-06-09,USA,Mobile,Referral,Pro,25,27,8,2,0,216,1,1731024000000000000,250
1491,2024-01-16,India,Mobile,Ads,Pro,10,41,14,10,0,574,1,1720224000000000000,10
1492,2024-04-17,Canada,Mobile,Referral,Free,10,41,23,2,0,943,0,,80
1493,2024-11-06,Germany,Tablet,Ads,Basic,10,4,19,1,1,76,1,1738800000000000000,20
1494,2024-08-14,Canada,Desktop,Organic,Pro,25,50,11,4,0,550,1,1726531200000000000,50
1495,2024-06-18,USA,Desktop,Organic,Free,0,52,16,5,0,832,0,,0
1496,2024-02-03,USA,Desktop,Organic,Free,0,23,42,1,0,966,0,,0
1497,2024-09-07,Germany,Mobile,Referral,Free,0,37,31,3,2,1147,0,,0
1498,2024-09-03,USA,Mobile,Ads,Basic,25,37,44,5,2,1628,0,,100
1499,2024-09-25,UK,Mobile,Organic,Free,0,57,44,5,0,2508,0,,0
1500,2024-05-20,USA,Desktop,Referral,Basic,25,52,20,8,0,1040,0,,25
1501,2024-09-30,Canada,Mobile,Organic,Free,10,10,25,9,0,250,1,1741132800000000000,30
1502,2024-04-05,Canada,Mobile,Referral,Basic,25,40,10,2,0,400,1,1723766400000000000,25
1503,2024-08-14,UK,Mobile,Referral,Free,10,57,25,3,1,1425,0,,90
1504,2024-02-08,Canada,Desktop,Ads,Free,10,52,7,8,0,364,1,1722556800000000000,20
1505,2024-10-28,Canada,Mobile,Ads,Free,25,12,36,5,2,432,1,1744156800000000000,200
1506,2024-01-29,Canada,Mobile,Organic,Basic,25,45,33,9,0,1485,0,,25
1507,2024-11-13,India,Desktop,Email,Free,10,51,3,9,0,153,1,1737244800000000000,90
1508,2024-09-01,UK,Desktop,Ads,Pro,25,16,39,7,0,624,0,,25
1509,2024-08-23,UK,Mobile,Email,Basic,0,47,21,5,0,987,0,,0
1510,2024-07-03,USA,Mobile,Email,Pro,10,41,44,8,1,1804,0,,20
1511,2024-09-28,UK,Desktop,Referral,Pro,10,30,35,8,1,1050,0,,110
1512,2024-08-23,Germany,Mobile,Organic,Free,10,44,12,6,1,528,1,1734998400000000000,10
1513,2024-08-26,UK,Desktop,Email,Basic,0,20,18,7,0,360,1,1737158400000000000,0
1514,2024-09-22,Germany,Mobile,Email,Free,0,1,27,9,0,27,1,1733270400000000000,0
1515,2024-12-24,Canada,Desktop,Ads,Pro,10,35,10,2,0,350,1,1747440000000000000,60
1516,2024-12-05,Germany,Desktop,Ads,Basic,0,2,42,6,1,84,1,1741046400000000000,0
1517,2024-03-05,India,Desktop,Email,Free,10,55,22,4,0,1210,0,,100
1518,2024-06-25,Canada,Mobile,Referral,Free,0,50,23,7,0,1150,0,,0
1519,2024-01-03,Germany,Mobile,Organic,Basic,25,30,39,9,1,1170,0,,150
1520,2024-05-21,Canada,Mobile,Organic,Basic,10,36,12,2,1,432,1,1721865600000000000,60
1521,2024-06-06,India,Mobile,Referral,Free,0,29,27,11,0,783,0,,0
1522,2024-11-19,Canada,Tablet,Email,Basic,0,50,11,10,0,550,1,1747094400000000000,0
1523,2024-05-25,Canada,Mobile,Referral,Pro,25,14,15,11,0,210,1,1730505600000000000,150
1524,2024-10-19,UK,Desktop,Referral,Free,25,54,4,1,0,216,1,1735516800000000000,175
1525,2024-06-01,USA,Tablet,Email,Free,10,37,44,11,0,1628,0,,30
1526,2024-07-11,Germany,Tablet,Ads,Free,10,6,32,1,0,192,1,1724716800000000000,40
1527,2024-03-13,USA,Desktop,Ads,Free,10,14,4,7,2,56,1,1725580800000000000,10
1528,2024-10-31,India,Mobile,Ads,Basic,25,10,14,6,0,140,1,1737417600000000000,100
1529,2024-12-09,India,Mobile,Organic,Free,25,24,41,10,4,984,0,,275
1530,2024-05-19,Canada,Desktop,Referral,Free,25,45,44,7,1,1980,0,,100
1531,2024-07-05,USA,Desktop,Referral,Free,0,27,31,8,0,837,0,,0
1532,2024-10-19,Germany,Mobile,Organic,Basic,0,59,19,3,0,1121,0,,0
1533,2024-03-01,Germany,Desktop,Referral,Free,25,20,42,5,0,840,0,,225
1534,2024-07-16,Canada,Mobile,Email,Basic,25,11,41,9,1,451,1,1728777600000000000,275
1535,2024-10-21,Germany,Desktop,Referral,Pro,10,9,14,8,1,126,1,1740009600000000000,60
1536,2024-11-14,UK,Desktop,Email,Free,0,29,3,11,0,87,1,1739059200000000000,0
1537,2024-10-28,USA,Mobile,Ads,Pro,25,57,37,5,0,2109,0,,250
1538,2024-12-09,India,Desktop,Organic,Pro,10,23,21,6,0,483,1,1748563200000000000,90
1539,2024-01-11,Germany,Desktop,Referral,Free,10,14,31,2,0,434,1,1718236800000000000,90
1540,2024-03-02,Germany,Mobile,Organic,Basic,25,11,29,8,1,319,1,1720137600000000000,200
1541,2024-11-28,Germany,Mobile,Email,Free,10,48,40,6,1,1920,0,,60
1542,2024-08-13,Canada,Desktop,Ads,Free,25,30,39,6,1,1170,0,,225
1543,2024-06-01,India,Mobile,Organic,Basic,10,48,31,2,1,1488,0,,110
1544,2024-07-17,USA,Tablet,Organic,Basic,0,5,31,10,0,155,1,1735516800000000000,0
1545,2024-02-21,Germany,Desktop,Referral,Basic,0,35,25,7,0,875,0,,0
1546,2024-09-16,UK,Mobile,Email,Free,0,32,27,6,0,864,0,,0
1547,2024-02-28,Canada,Mobile,Referral,Basic,0,19,27,4,1,513,1,1722038400000000000,0
1548,2024-03-12,USA,Desktop,Referral,Basic,10,39,34,10,0,1326,0,,90
1549,2024-05-27,Germany,Desktop,Ads,Pro,0,39,8,2,0,312,1,1725840000000000000,0
1550,2024-12-14,USA,Mobile,Email,Basic,25,32,16,4,0,512,1,1739145600000000000,175
1551,2024-03-03,Canada,Mobile,Organic,Free,0,16,34,2,0,544,1,1712275200000000000,0
1552,2024-11-05,UK,Desktop,Email,Basic,25,31,39,2,1,1209,0,,100
1553,2024-08-30,Germany,Desktop,Email,Pro,25,28,24,3,0,672,0,,100
1554,2024-11-25,UK,Mobile,Ads,Pro,25,44,6,3,1,264,1,1744934400000000000,25
1555,2024-04-16,Canada,Desktop,Organic,Free,10,55,33,6,0,1815,0,,20
1556,2024-08-13,UK,Desktop,Organic,Pro,25,35,12,1,0,420,1,1738627200000000000,75
1557,2024-11-08,Canada,Mobile,Ads,Pro,10,50,17,1,1,850,0,,70
1558,2024-08-05,UK,Mobile,Email,Basic,25,20,28,1,1,560,1,1733011200000000000,50
1559,2024-08-28,USA,Desktop,Referral,Free,0,57,38,6,0,2166,0,,0
1560,2024-09-15,USA,Mobile,Ads,Basic,0,1,3,5,0,3,1,1740355200000000000,0
1561,2024-09-18,Canada,Mobile,Referral,Free,10,6,35,8,0,210,1,1730851200000000000,60
1562,2024-01-05,USA,Desktop,Referral,Free,25,23,21,2,2,483,1,1716163200000000000,75
1563,2024-09-17,UK,Mobile,Ads,Free,10,11,37,4,1,407,1,1734912000000000000,40
1564,2024-02-23,UK,Desktop,Referral,Free,10,33,37,6,0,1221,0,,40
1565,2024-02-16,Germany,Mobile,Ads,Free,25,18,11,1,1,198,1,1719878400000000000,150
1566,2024-08-02,Canada,Mobile,Organic,Basic,10,10,11,7,0,110,1,1730419200000000000,90
1567,2024-06-25,USA,Mobile,Referral,Basic,0,24,30,2,0,720,0,,0
1568,2024-01-09,Canada,Tablet,Organic,Pro,10,25,26,4,0,650,0,,80
